gene	unique	total
ENSMUSG00000116614	290	372
ENSMUSG00000116757	449	699
ENSMUSG00000116864	223	932
ENSMUSG00000116944	565	565
ENSMUSG00000116804	1168	1168
ENSMUSG00000116958	586	586
ENSMUSG00000116623	166	166
ENSMUSG00000116621	555	555
ENSMUSG00000060149	2086	2089
ENSMUSG00000096696	792	2498
ENSMUSG00000095990	828	2534
ENSMUSG00000116802	2215	2221
ENSMUSG00000072761	489	495
ENSMUSG00000116590	2656	2656
ENSMUSG00000043801	119	586
ENSMUSG00000116564	3382	3382
ENSMUSG00000097379	2430	2430
ENSMUSG00000047786	2973	3333
ENSMUSG00000116532	503	503
ENSMUSG00000023845	14334	14334
ENSMUSG00000116796	995	995
ENSMUSG00000116818	964	964
ENSMUSG00000116892	1882	1882
ENSMUSG00000092120	4062	4063
ENSMUSG00000084605	187	187
ENSMUSG00000080316	7782	7782
ENSMUSG00000065396	0	0
ENSMUSG00000092799	18	18
ENSMUSG00000105758	0	0
ENSMUSG00000065479	0	0
ENSMUSG00000003665	4606	4606
ENSMUSG00000045551	1225	1225
ENSMUSG00000052270	1136	1295
ENSMUSG00000079700	1169	1169
ENSMUSG00000116634	628	628
ENSMUSG00000090957	1531	1678
ENSMUSG00000116661	0	934
ENSMUSG00000116963	11	945
ENSMUSG00000116932	868	868
ENSMUSG00000048062	873	873
ENSMUSG00000094396	14898	15008
ENSMUSG00000091206	1545	2638
ENSMUSG00000091350	5079	6235
ENSMUSG00000090417	13446	13465
ENSMUSG00000079698	11010	11010
ENSMUSG00000091631	11150	11279
ENSMUSG00000117305	24	24
ENSMUSG00000093775	1181	1181
ENSMUSG00000091679	6696	6893
ENSMUSG00000093582	189	1188
ENSMUSG00000116837	263	1167
ENSMUSG00000093602	27	27
ENSMUSG00000093531	2018	2648
ENSMUSG00000091491	14653	14914
ENSMUSG00000093607	809	809
ENSMUSG00000096717	3459	3608
ENSMUSG00000093533	2451	2475
ENSMUSG00000116587	481	611
ENSMUSG00000116670	401	531
ENSMUSG00000093776	2286	2310
ENSMUSG00000090304	9287	9390
ENSMUSG00000116984	2073	2073
ENSMUSG00000093627	703	703
ENSMUSG00000091859	5803	5803
ENSMUSG00000094892	7463	7463
ENSMUSG00000095961	17305	17331
ENSMUSG00000093592	806	807
ENSMUSG00000091771	2447	2472
ENSMUSG00000093426	2265	2311
ENSMUSG00000093642	804	804
ENSMUSG00000093711	832	832
ENSMUSG00000090315	11693	11715
ENSMUSG00000117099	146	146
ENSMUSG00000093401	1211	1211
ENSMUSG00000071276	882	918
ENSMUSG00000117169	502	502
ENSMUSG00000071275	885	921
ENSMUSG00000117068	707	707
ENSMUSG00000091670	10458	10458
ENSMUSG00000091656	3590	3590
ENSMUSG00000093469	930	930
ENSMUSG00000056910	9878	10388
ENSMUSG00000117018	0	510
ENSMUSG00000093729	654	654
ENSMUSG00000091151	7216	7220
ENSMUSG00000093705	753	753
ENSMUSG00000093454	505	505
ENSMUSG00000091805	8861	8995
ENSMUSG00000043537	3984	3984
ENSMUSG00000090572	2764	3026
ENSMUSG00000091259	8856	9199
ENSMUSG00000071273	720	731
ENSMUSG00000060701	933	933
ENSMUSG00000117295	411	411
ENSMUSG00000042848	6276	6276
ENSMUSG00000067951	7089	7175
ENSMUSG00000060245	3903	3903
ENSMUSG00000117148	12090	12133
ENSMUSG00000045417	8265	8265
ENSMUSG00000050933	837	837
ENSMUSG00000116974	559	559
ENSMUSG00000062165	1060	1060
ENSMUSG00000067949	840	840
ENSMUSG00000007564	3633	3633
ENSMUSG00000093429	325	325
ENSMUSG00000045575	861	861
ENSMUSG00000067942	7289	7326
ENSMUSG00000101511	727	1434
ENSMUSG00000093453	365	426
ENSMUSG00000102080	1902	1902
ENSMUSG00000091550	727	1434
ENSMUSG00000096857	449	1428
ENSMUSG00000094582	204	1428
ENSMUSG00000100191	240	1428
ENSMUSG00000095963	583	1428
ENSMUSG00000093788	414	414
ENSMUSG00000057203	891	891
ENSMUSG00000093648	295	356
ENSMUSG00000050102	1682	1682
ENSMUSG00000093449	84	84
ENSMUSG00000076137	11	11
ENSMUSG00000054142	1022	1022
ENSMUSG00000058030	851	851
ENSMUSG00000079693	637	637
ENSMUSG00000116768	1557	1557
ENSMUSG00000062743	2856	2856
ENSMUSG00000116633	941	941
ENSMUSG00000116771	1057	1057
ENSMUSG00000023882	2887	2887
ENSMUSG00000023892	2475	2475
ENSMUSG00000097759	2632	2632
ENSMUSG00000057409	2966	2966
ENSMUSG00000117037	1408	1408
ENSMUSG00000097781	2379	2379
ENSMUSG00000051341	3065	3065
ENSMUSG00000067931	2553	2553
ENSMUSG00000117209	112	112
ENSMUSG00000117013	3263	3321
ENSMUSG00000117070	365	365
ENSMUSG00000035868	4188	4255
ENSMUSG00000073448	744	744
ENSMUSG00000067929	147	156
ENSMUSG00000067928	4110	4110
ENSMUSG00000061544	5060	5060
ENSMUSG00000117056	1461	1461
ENSMUSG00000049202	372	393
ENSMUSG00000047189	135	156
ENSMUSG00000069743	3605	3605
ENSMUSG00000078546	3153	3158
ENSMUSG00000117049	870	870
ENSMUSG00000071267	5096	5160
ENSMUSG00000053347	4686	4686
ENSMUSG00000086004	349	349
ENSMUSG00000099397	488	643
ENSMUSG00000117025	209	209
ENSMUSG00000040775	1507	1507
ENSMUSG00000092147	1323	1413
ENSMUSG00000117234	1617	1657
ENSMUSG00000063383	2700	2773
ENSMUSG00000117252	1224	1246
ENSMUSG00000096433	4525	4783
ENSMUSG00000117284	3128	3375
ENSMUSG00000117164	1040	1040
ENSMUSG00000033972	2621	2685
ENSMUSG00000044501	3065	3065
ENSMUSG00000071266	3601	3601
ENSMUSG00000117058	51	51
ENSMUSG00000117094	97	97
ENSMUSG00000117259	688	688
ENSMUSG00000095093	2215	2475
ENSMUSG00000094921	2179	2475
ENSMUSG00000117055	1634	1634
ENSMUSG00000117183	2271	2271
ENSMUSG00000098210	251	251
ENSMUSG00000098164	1852	1852
ENSMUSG00000117333	1434	1434
ENSMUSG00000096975	1324	1324
ENSMUSG00000059142	10262	10262
ENSMUSG00000117002	406	417
ENSMUSG00000117141	1783	1783
ENSMUSG00000090355	754	2471
ENSMUSG00000092111	583	2472
ENSMUSG00000094752	628	2469
ENSMUSG00000093433	341	548
ENSMUSG00000093564	54	262
ENSMUSG00000095658	588	2469
ENSMUSG00000093703	203	488
ENSMUSG00000093685	795	904
ENSMUSG00000096429	363	947
ENSMUSG00000093714	552	552
ENSMUSG00000002617	4671	4671
ENSMUSG00000093493	2470	2470
ENSMUSG00000091945	1781	2472
ENSMUSG00000091076	2267	2475
ENSMUSG00000090966	2352	2472
ENSMUSG00000117159	126	139
ENSMUSG00000096270	579	947
ENSMUSG00000091407	1552	2475
ENSMUSG00000109027	1042	1042
ENSMUSG00000117154	232	232
ENSMUSG00000117322	1525	1525
ENSMUSG00000067882	1537	1537
ENSMUSG00000071256	2587	2587
ENSMUSG00000097517	1152	1152
ENSMUSG00000115842	837	837
ENSMUSG00000062012	2738	2738
ENSMUSG00000023902	3422	3422
ENSMUSG00000117059	896	896
ENSMUSG00000023903	5590	5590
ENSMUSG00000117108	45	45
ENSMUSG00000117258	216	216
ENSMUSG00000043782	2670	2670
ENSMUSG00000041319	2425	2425
ENSMUSG00000023904	1046	1046
ENSMUSG00000023905	2241	2241
ENSMUSG00000023906	1655	1655
ENSMUSG00000066720	1344	1344
ENSMUSG00000043747	4756	4756
ENSMUSG00000023908	4026	4026
ENSMUSG00000023909	2544	2544
ENSMUSG00000040680	2024	2024
ENSMUSG00000097006	4839	4839
ENSMUSG00000040097	4259	4259
ENSMUSG00000115692	606	606
ENSMUSG00000086719	613	613
ENSMUSG00000023911	1092	1092
ENSMUSG00000039218	13175	13254
ENSMUSG00000117219	188	188
ENSMUSG00000092981	0	0
ENSMUSG00000055839	1544	1583
ENSMUSG00000049620	1893	1893
ENSMUSG00000024114	2732	2732
ENSMUSG00000048992	1920	1920
ENSMUSG00000089697	2643	2643
ENSMUSG00000024116	995	995
ENSMUSG00000096445	415	518
ENSMUSG00000096278	461	530
ENSMUSG00000057417	407	511
ENSMUSG00000024128	1440	1586
ENSMUSG00000024125	625	771
ENSMUSG00000024124	2139	2139
ENSMUSG00000045027	1224	1224
ENSMUSG00000098964	0	0
ENSMUSG00000077184	30	30
ENSMUSG00000095266	225	225
ENSMUSG00000050762	1154	1154
ENSMUSG00000016946	2649	2649
ENSMUSG00000024122	11289	11289
ENSMUSG00000036820	3005	3005
ENSMUSG00000107169	98	1913
ENSMUSG00000024121	2554	3395
ENSMUSG00000036473	12899	13884
ENSMUSG00000085185	1223	1223
ENSMUSG00000024118	2778	2778
ENSMUSG00000072082	3000	3000
ENSMUSG00000093270	0	0
ENSMUSG00000099123	0	0
ENSMUSG00000035435	5203	5218
ENSMUSG00000094175	0	22
ENSMUSG00000024130	9062	9077
ENSMUSG00000095396	8	8
ENSMUSG00000073437	4228	4228
ENSMUSG00000034681	1607	1941
ENSMUSG00000024132	992	992
ENSMUSG00000024136	2557	2557
ENSMUSG00000024137	4829	4829
ENSMUSG00000043445	928	928
ENSMUSG00000024142	3332	3332
ENSMUSG00000045744	917	917
ENSMUSG00000033597	6073	6073
ENSMUSG00000052752	7474	7549
ENSMUSG00000079657	2800	2875
ENSMUSG00000093565	493	493
ENSMUSG00000064768	0	0
ENSMUSG00000032855	17871	17871
ENSMUSG00000080342	0	0
ENSMUSG00000002496	10599	10616
ENSMUSG00000041429	981	981
ENSMUSG00000002504	2156	2156
ENSMUSG00000071230	539	539
ENSMUSG00000041130	3187	3187
ENSMUSG00000007021	1972	1972
ENSMUSG00000040888	1676	1676
ENSMUSG00000019320	3459	3459
ENSMUSG00000040688	5975	5975
ENSMUSG00000008482	1090	1090
ENSMUSG00000044533	1426	2043
ENSMUSG00000090101	84	84
ENSMUSG00000089255	29	29
ENSMUSG00000077709	0	35
ENSMUSG00000040048	1411	1411
ENSMUSG00000002500	1543	1543
ENSMUSG00000075705	1255	1255
ENSMUSG00000039628	1120	1120
ENSMUSG00000024155	1604	1604
ENSMUSG00000024158	1904	1904
ENSMUSG00000045316	1308	1308
ENSMUSG00000046070	2012	2012
ENSMUSG00000039183	1331	1331
ENSMUSG00000024160	3072	3072
ENSMUSG00000073436	5055	6414
ENSMUSG00000024163	14304	15663
ENSMUSG00000038880	1417	2060
ENSMUSG00000073435	326	969
ENSMUSG00000024165	4871	4880
ENSMUSG00000038002	7871	7871
ENSMUSG00000024169	8636	8636
ENSMUSG00000024168	2375	2375
ENSMUSG00000024170	8832	8832
ENSMUSG00000044172	1798	1798
ENSMUSG00000036636	5474	5474
ENSMUSG00000059562	3206	3206
ENSMUSG00000114245	807	807
ENSMUSG00000067722	3096	3096
ENSMUSG00000015127	5584	5753
ENSMUSG00000035521	2247	2247
ENSMUSG00000015126	1085	1093
ENSMUSG00000047507	5583	5583
ENSMUSG00000093202	0	0
ENSMUSG00000015120	5526	5843
ENSMUSG00000056399	1117	1117
ENSMUSG00000088930	38	38
ENSMUSG00000024171	1091	1091
ENSMUSG00000034039	1079	1079
ENSMUSG00000098180	725	816
ENSMUSG00000024173	2287	2287
ENSMUSG00000033825	982	982
ENSMUSG00000033200	1484	1484
ENSMUSG00000024112	9945	9945
ENSMUSG00000024175	1433	1433
ENSMUSG00000050824	2731	2731
ENSMUSG00000024176	3111	3111
ENSMUSG00000091475	1250	1250
ENSMUSG00000002279	13800	13800
ENSMUSG00000096451	8	8
ENSMUSG00000025739	674	674
ENSMUSG00000019214	5247	5247
ENSMUSG00000041199	1604	1604
ENSMUSG00000041062	2529	2529
ENSMUSG00000076274	0	0
ENSMUSG00000063011	2015	2015
ENSMUSG00000002280	4190	4190
ENSMUSG00000061046	3271	3271
ENSMUSG00000098329	0	0
ENSMUSG00000071202	1552	1552
ENSMUSG00000057411	701	701
ENSMUSG00000002274	1331	1331
ENSMUSG00000097518	1803	1803
ENSMUSG00000025738	3379	3379
ENSMUSG00000025737	3544	3544
ENSMUSG00000025736	3346	3346
ENSMUSG00000039615	1573	1573
ENSMUSG00000093076	0	0
ENSMUSG00000025735	710	1915
ENSMUSG00000093593	278	2691
ENSMUSG00000025733	4503	5711
ENSMUSG00000073434	9560	9560
ENSMUSG00000025732	717	717
ENSMUSG00000025731	1297	1297
ENSMUSG00000071192	1971	1971
ENSMUSG00000025730	3429	3429
ENSMUSG00000057580	170	273
ENSMUSG00000084862	1972	1972
ENSMUSG00000025728	7128	7162
ENSMUSG00000090113	2235	2269
ENSMUSG00000025727	2440	2440
ENSMUSG00000097405	2865	2865
ENSMUSG00000037326	6424	6424
ENSMUSG00000097523	610	610
ENSMUSG00000037098	6783	6783
ENSMUSG00000036775	2572	2572
ENSMUSG00000024177	1509	1509
ENSMUSG00000049124	86	287
ENSMUSG00000024180	3463	3463
ENSMUSG00000024181	1271	1271
ENSMUSG00000024182	3996	3996
ENSMUSG00000024184	342	1834
ENSMUSG00000073433	1931	3423
ENSMUSG00000024186	4925	4925
ENSMUSG00000024187	4114	4114
ENSMUSG00000088273	23	45
ENSMUSG00000024188	8264	8264
ENSMUSG00000089764	801	945
ENSMUSG00000084893	348	348
ENSMUSG00000034413	6424	6424
ENSMUSG00000024190	2787	2787
ENSMUSG00000068604	615	780
ENSMUSG00000011052	322	322
ENSMUSG00000001576	6561	6561
ENSMUSG00000094969	27	27
ENSMUSG00000091078	311	311
ENSMUSG00000015575	3160	3160
ENSMUSG00000048249	8663	8663
ENSMUSG00000024191	5482	5482
ENSMUSG00000015579	1426	1426
ENSMUSG00000078838	1415	1415
ENSMUSG00000092539	353	353
ENSMUSG00000024301	1992	2528
ENSMUSG00000098586	0	0
ENSMUSG00000024193	2330	2330
ENSMUSG00000098510	0	0
ENSMUSG00000024194	567	567
ENSMUSG00000067629	7547	7547
ENSMUSG00000093118	0	0
ENSMUSG00000079605	50	2699
ENSMUSG00000048731	4382	7031
ENSMUSG00000057789	2595	2595
ENSMUSG00000042644	8891	8891
ENSMUSG00000098826	0	0
ENSMUSG00000086898	695	695
ENSMUSG00000024208	930	930
ENSMUSG00000024210	2208	2208
ENSMUSG00000044857	2496	2496
ENSMUSG00000097090	1551	1551
ENSMUSG00000116751	324	324
ENSMUSG00000105142	0	0
ENSMUSG00000073430	6346	6346
ENSMUSG00000099237	0	0
ENSMUSG00000116692	535	634
ENSMUSG00000116879	12821	12940
ENSMUSG00000106578	0	0
ENSMUSG00000106215	0	0
ENSMUSG00000116970	976	976
ENSMUSG00000063239	6069	6069
ENSMUSG00000116682	400	400
ENSMUSG00000116568	299	299
ENSMUSG00000082177	173	173
ENSMUSG00000082741	213	247
ENSMUSG00000116657	10713	10713
ENSMUSG00000116548	253	253
ENSMUSG00000046711	1800	3003
ENSMUSG00000062753	2495	2495
ENSMUSG00000116884	1012	1012
ENSMUSG00000024213	4433	4750
ENSMUSG00000117338	96	792
ENSMUSG00000116571	670	670
ENSMUSG00000052146	1950	2329
ENSMUSG00000087387	289	289
ENSMUSG00000040276	7089	7089
ENSMUSG00000024215	2570	2570
ENSMUSG00000086485	610	610
ENSMUSG00000056692	5476	5476
ENSMUSG00000080731	769	769
ENSMUSG00000024217	6662	6725
ENSMUSG00000039512	8907	8907
ENSMUSG00000117161	235	235
ENSMUSG00000024218	5706	5706
ENSMUSG00000117216	448	448
ENSMUSG00000024219	10337	10337
ENSMUSG00000085846	951	951
ENSMUSG00000117130	668	668
ENSMUSG00000117263	1199	1199
ENSMUSG00000062859	3914	4262
ENSMUSG00000085521	1297	1529
ENSMUSG00000117120	49	397
ENSMUSG00000117189	350	380
ENSMUSG00000038677	9030	9030
ENSMUSG00000117171	2927	2927
ENSMUSG00000024220	9633	9633
ENSMUSG00000002257	3016	3016
ENSMUSG00000117028	965	965
ENSMUSG00000002250	7649	7649
ENSMUSG00000007570	4021	4021
ENSMUSG00000117027	672	672
ENSMUSG00000117303	1470	1470
ENSMUSG00000037805	2753	3308
ENSMUSG00000002249	7094	7094
ENSMUSG00000037446	7510	7510
ENSMUSG00000024222	9816	9816
ENSMUSG00000117313	1609	1609
ENSMUSG00000117084	2092	2092
ENSMUSG00000088022	189	189
ENSMUSG00000117294	3513	3513
ENSMUSG00000117304	144	144
ENSMUSG00000097714	572	572
ENSMUSG00000066170	2580	2580
ENSMUSG00000095947	27	27
ENSMUSG00000117131	862	862
ENSMUSG00000024223	1882	1882
ENSMUSG00000024224	423	423
ENSMUSG00000024225	610	610
ENSMUSG00000099152	0	0
ENSMUSG00000062252	2287	2287
ENSMUSG00000004865	12854	12855
ENSMUSG00000036196	5234	5234
ENSMUSG00000053436	4737	4737
ENSMUSG00000117145	519	519
ENSMUSG00000004864	3826	3826
ENSMUSG00000117255	2031	2031
ENSMUSG00000063952	9539	9539
ENSMUSG00000117301	516	516
ENSMUSG00000087615	4281	4281
ENSMUSG00000043286	4738	4738
ENSMUSG00000048905	4558	4558
ENSMUSG00000085333	789	789
ENSMUSG00000087693	643	643
ENSMUSG00000045378	1096	1096
ENSMUSG00000117116	526	526
ENSMUSG00000117080	455	455
ENSMUSG00000005936	8884	8884
ENSMUSG00000024006	12635	12635
ENSMUSG00000084632	73	73
ENSMUSG00000086154	2025	2025
ENSMUSG00000087308	343	343
ENSMUSG00000071172	8021	8542
ENSMUSG00000117007	2341	2416
ENSMUSG00000085912	3830	3830
ENSMUSG00000098994	0	75
ENSMUSG00000023067	3510	3529
ENSMUSG00000117050	947	947
ENSMUSG00000064147	5367	5367
ENSMUSG00000067575	0	234
ENSMUSG00000117291	846	846
ENSMUSG00000024008	11987	11991
ENSMUSG00000024007	2102	2102
ENSMUSG00000052712	6108	6108
ENSMUSG00000094326	221	384
ENSMUSG00000024011	4368	4368
ENSMUSG00000024012	3054	3054
ENSMUSG00000024013	4511	4511
ENSMUSG00000097125	1589	1589
ENSMUSG00000024014	2539	2539
ENSMUSG00000091614	411	411
ENSMUSG00000079580	889	889
ENSMUSG00000042203	3942	4039
ENSMUSG00000099329	97	281
ENSMUSG00000089900	1779	1779
ENSMUSG00000098764	0	0
ENSMUSG00000090083	1820	3265
ENSMUSG00000098374	1829	6422
ENSMUSG00000024019	4692	7923
ENSMUSG00000024018	5021	5021
ENSMUSG00000043557	9615	9615
ENSMUSG00000086534	3749	3749
ENSMUSG00000089524	9	9
ENSMUSG00000044477	3625	3625
ENSMUSG00000062202	6852	6852
ENSMUSG00000089222	0	0
ENSMUSG00000103207	1365	1365
ENSMUSG00000024026	1651	1932
ENSMUSG00000099474	720	720
ENSMUSG00000033826	14484	14484
ENSMUSG00000094785	5	5
ENSMUSG00000024027	1381	1381
ENSMUSG00000054134	5238	5238
ENSMUSG00000092731	0	0
ENSMUSG00000024030	3965	3965
ENSMUSG00000089622	29	29
ENSMUSG00000024029	394	394
ENSMUSG00000024028	485	485
ENSMUSG00000086010	1892	1892
ENSMUSG00000024032	379	379
ENSMUSG00000024034	2779	2779
ENSMUSG00000042345	3413	3413
ENSMUSG00000024033	1065	1065
ENSMUSG00000024036	3524	3524
ENSMUSG00000041119	3894	3894
ENSMUSG00000024037	5945	5945
ENSMUSG00000024038	2584	2584
ENSMUSG00000104159	3071	3071
ENSMUSG00000013562	1371	1371
ENSMUSG00000006705	6835	6835
ENSMUSG00000093323	0	0
ENSMUSG00000024039	3520	3520
ENSMUSG00000061613	498	967
ENSMUSG00000024041	2645	2645
ENSMUSG00000024042	4412	4412
ENSMUSG00000002076	2970	2970
ENSMUSG00000091548	321	321
ENSMUSG00000088406	172	172
ENSMUSG00000058392	7869	7869
ENSMUSG00000002791	2954	2954
ENSMUSG00000097305	2683	2683
ENSMUSG00000038146	7945	7945
ENSMUSG00000037577	2493	2493
ENSMUSG00000024002	9494	9494
ENSMUSG00000116414	179	179
ENSMUSG00000097217	1108	1108
ENSMUSG00000024045	3596	3596
ENSMUSG00000002625	1976	1976
ENSMUSG00000024050	9857	9974
ENSMUSG00000097861	1941	1941
ENSMUSG00000084600	0	0
ENSMUSG00000052142	5285	5285
ENSMUSG00000079563	2139	2139
ENSMUSG00000061126	1500	1500
ENSMUSG00000091586	1592	1594
ENSMUSG00000048440	3167	3377
ENSMUSG00000062464	2335	2543
ENSMUSG00000090700	1759	1759
ENSMUSG00000073424	2325	2325
ENSMUSG00000024298	5373	5373
ENSMUSG00000091968	786	786
ENSMUSG00000055202	3359	3359
ENSMUSG00000077338	65	65
ENSMUSG00000088703	12	12
ENSMUSG00000097030	922	922
ENSMUSG00000095253	6460	6460
ENSMUSG00000095325	5390	5390
ENSMUSG00000024292	2305	2305
ENSMUSG00000024055	3720	3720
ENSMUSG00000024295	978	978
ENSMUSG00000088326	176	176
ENSMUSG00000053600	2277	2277
ENSMUSG00000053390	4385	4386
ENSMUSG00000067430	3457	3457
ENSMUSG00000023350	3817	3817
ENSMUSG00000067424	2096	2096
ENSMUSG00000048602	4090	4090
ENSMUSG00000094891	2917	4776
ENSMUSG00000093884	1749	3771
ENSMUSG00000096169	5157	5487
ENSMUSG00000094441	1042	1539
ENSMUSG00000054666	7013	7014
ENSMUSG00000096910	1042	1539
ENSMUSG00000091515	564	607
ENSMUSG00000003929	6540	6540
ENSMUSG00000055240	7482	7482
ENSMUSG00000092519	1274	1274
ENSMUSG00000024299	6418	6418
ENSMUSG00000024300	5010	5010
ENSMUSG00000073423	1671	2048
ENSMUSG00000092412	326	2761
ENSMUSG00000032739	479	2537
ENSMUSG00000059208	4013	5083
ENSMUSG00000079557	5255	6325
ENSMUSG00000089189	0	0
ENSMUSG00000077450	5917	6375
ENSMUSG00000090952	826	826
ENSMUSG00000002289	3379	3379
ENSMUSG00000092602	665	665
ENSMUSG00000042099	3404	3404
ENSMUSG00000067288	1458	1579
ENSMUSG00000041881	1806	1806
ENSMUSG00000002308	2491	2491
ENSMUSG00000092571	464	464
ENSMUSG00000092174	42	351
ENSMUSG00000115113	0	147
ENSMUSG00000079553	3162	3698
ENSMUSG00000098621	0	0
ENSMUSG00000092349	499	708
ENSMUSG00000092564	932	932
ENSMUSG00000002307	3402	3402
ENSMUSG00000024308	3479	3479
ENSMUSG00000051390	2571	2571
ENSMUSG00000101438	807	807
ENSMUSG00000041354	5144	5144
ENSMUSG00000024309	1270	1283
ENSMUSG00000024312	2535	2535
ENSMUSG00000067370	1470	1470
ENSMUSG00000008668	2446	2710
ENSMUSG00000024319	4007	4061
ENSMUSG00000084601	6	6
ENSMUSG00000067203	921	950
ENSMUSG00000092512	160	160
ENSMUSG00000061232	3067	3105
ENSMUSG00000024325	3331	3331
ENSMUSG00000092338	6	6
ENSMUSG00000065555	11	11
ENSMUSG00000105964	0	0
ENSMUSG00000073422	740	1840
ENSMUSG00000092595	525	3604
ENSMUSG00000024327	906	2885
ENSMUSG00000039656	4001	4001
ENSMUSG00000024330	7082	7082
ENSMUSG00000092383	432	432
ENSMUSG00000098197	1569	1569
ENSMUSG00000098241	527	527
ENSMUSG00000024334	1313	1313
ENSMUSG00000024335	7919	7919
ENSMUSG00000092246	114	114
ENSMUSG00000037649	1540	1540
ENSMUSG00000037548	1525	1704
ENSMUSG00000079547	1207	1386
ENSMUSG00000096727	4045	4045
ENSMUSG00000037321	5852	5852
ENSMUSG00000024338	2731	2731
ENSMUSG00000092550	561	561
ENSMUSG00000024339	3869	3869
ENSMUSG00000081512	1111	1111
ENSMUSG00000041538	3344	3344
ENSMUSG00000092222	490	490
ENSMUSG00000073421	1534	1534
ENSMUSG00000036594	1957	1957
ENSMUSG00000092415	438	438
ENSMUSG00000060586	1085	1085
ENSMUSG00000067341	2110	2110
ENSMUSG00000036322	587	587
ENSMUSG00000024340	2585	2585
ENSMUSG00000062638	1762	1762
ENSMUSG00000082103	265	265
ENSMUSG00000083522	189	189
ENSMUSG00000057246	4715	4715
ENSMUSG00000058435	1638	1662
ENSMUSG00000083369	258	258
ENSMUSG00000073420	2028	2035
ENSMUSG00000083020	286	286
ENSMUSG00000092618	1651	1652
ENSMUSG00000083441	56	56
ENSMUSG00000061728	1646	1664
ENSMUSG00000015468	8634	8634
ENSMUSG00000092406	309	309
ENSMUSG00000034786	1238	1367
ENSMUSG00000034673	3465	3594
ENSMUSG00000015452	3080	3080
ENSMUSG00000015478	1655	1671
ENSMUSG00000092395	267	267
ENSMUSG00000034254	3086	3086
ENSMUSG00000015467	1633	2150
ENSMUSG00000092176	98	1473
ENSMUSG00000015474	2110	2968
ENSMUSG00000015476	2206	2206
ENSMUSG00000092525	206	206
ENSMUSG00000033739	1314	1314
ENSMUSG00000015461	2953	2953
ENSMUSG00000033327	11919	12276
ENSMUSG00000095142	0	8
ENSMUSG00000092471	1169	1284
ENSMUSG00000073418	4894	5773
ENSMUSG00000092202	377	418
ENSMUSG00000092543	559	559
ENSMUSG00000098809	0	0
ENSMUSG00000092200	2519	2876
ENSMUSG00000024365	2149	2264
ENSMUSG00000015451	5839	6718
ENSMUSG00000061207	3502	3543
ENSMUSG00000040482	2627	2627
ENSMUSG00000040356	5768	5768
ENSMUSG00000098458	0	0
ENSMUSG00000098460	0	0
ENSMUSG00000024369	2284	2284
ENSMUSG00000090231	1063	3212
ENSMUSG00000092511	393	3993
ENSMUSG00000098445	0	0
ENSMUSG00000024371	2637	4088
ENSMUSG00000049823	1920	1920
ENSMUSG00000013787	6477	6477
ENSMUSG00000007034	3306	3306
ENSMUSG00000007038	3729	3729
ENSMUSG00000092203	2203	2203
ENSMUSG00000093009	0	0
ENSMUSG00000092687	0	0
ENSMUSG00000092557	284	286
ENSMUSG00000090877	1354	2704
ENSMUSG00000091971	1473	2868
ENSMUSG00000092609	465	465
ENSMUSG00000007033	2239	2373
ENSMUSG00000073415	2101	2101
ENSMUSG00000007050	3613	3613
ENSMUSG00000007029	6271	6271
ENSMUSG00000007030	4311	4311
ENSMUSG00000036185	1123	1123
ENSMUSG00000007035	6472	6472
ENSMUSG00000096022	5	5
ENSMUSG00000007041	1698	1698
ENSMUSG00000007039	1600	1600
ENSMUSG00000073414	2380	2380
ENSMUSG00000092586	1364	1364
ENSMUSG00000073413	1219	1219
ENSMUSG00000013766	1445	1445
ENSMUSG00000034923	1042	1042
ENSMUSG00000007036	3275	3275
ENSMUSG00000034482	410	410
ENSMUSG00000043807	1162	1162
ENSMUSG00000024387	2255	2255
ENSMUSG00000092417	1829	2012
ENSMUSG00000092241	685	685
ENSMUSG00000043311	2176	2181
ENSMUSG00000024391	914	914
ENSMUSG00000024392	7059	7059
ENSMUSG00000024393	7841	7841
ENSMUSG00000064853	35	35
ENSMUSG00000090936	1456	1456
ENSMUSG00000024397	1725	1725
ENSMUSG00000086076	426	426
ENSMUSG00000073412	316	316
ENSMUSG00000024399	1570	1570
ENSMUSG00000098291	0	0
ENSMUSG00000024401	1639	1639
ENSMUSG00000024402	1284	1284
ENSMUSG00000099006	0	0
ENSMUSG00000042419	1646	1646
ENSMUSG00000081650	468	468
ENSMUSG00000024403	2506	2506
ENSMUSG00000019432	3949	3949
ENSMUSG00000075770	0	0
ENSMUSG00000098499	0	0
ENSMUSG00000065273	0	0
ENSMUSG00000098269	18	18
ENSMUSG00000073411	2498	2591
ENSMUSG00000092444	975	975
ENSMUSG00000092438	655	709
ENSMUSG00000079507	2877	3129
ENSMUSG00000091655	121	285
ENSMUSG00000091705	1976	2082
ENSMUSG00000092253	509	509
ENSMUSG00000079505	3023	3023
ENSMUSG00000035929	2538	2594
ENSMUSG00000055413	1283	1492
ENSMUSG00000092560	136	1438
ENSMUSG00000073409	1772	1986
ENSMUSG00000060550	4276	4858
ENSMUSG00000092278	293	1595
ENSMUSG00000067235	4274	4646
ENSMUSG00000024406	2300	2300
ENSMUSG00000093516	395	395
ENSMUSG00000050410	1815	1815
ENSMUSG00000040312	5658	5658
ENSMUSG00000024409	744	744
